id,title,year
6166,Dennis the Menace,1993
6167,The Stand,1994
6168,10 to Midnight,1983
6169,The Black Stallion Returns,1983
6170,The Black Stallion,1979
6172,A Countess from Hong Kong,1967
6173,Into the West,1992
6174,Kinjite: Forbidden Subjects,1989
6175,Messenger of Death,1988
6176,Mr. Majestyk,1974
6177,Murphy's Law,1986
6178,A Patch of Blue,1965
6179,A Prayer for the Dying,1987
6180,Q,1982
6181,The Red Badge of Courage,1951
6182,The Thrill of It All,1963
6183,Pillow Talk,1959
6184,The Man Who Fell to Earth,1976
6185,Dark Blue,2002
6186,Gods and Generals,2003
6187,The Life of David Gale,2003
6188,Old School,2003
6190,Lawless Heart,2001
6191,The Navigators,2001
6192,Elsker dig for evigt,2002
6193,Poolhall Junkies,2002
6194,Till Human Voices Wake Us,2002
6195,Stone Reader,2002
6196,Cradle 2 the Grave,2003
6197,Spider,2002
6198,American Heart,1992
6199,Edie & Pen,1996
6200,Insignificance,1985
6201,Lady Jane,1986
6202,Hatuna Meuheret,2001
6203,Life Stinks,1991
6204,The Meteor Man,1993
6205,Mr. North,1988
6206,Dead Poets Society,1989
6207,The Slaughter Rule,2002
6208,Teenagers from Outer Space,1959
6209,Trouble Bound,1993
6210,WaSanGo,2001
6211,Enchanted,2007
6212,Bringing Down the House,2003
6213,Tears of the Sun,2003
6214,Irréversible,2002
6215,Laurel Canyon,2002
6216,Nirgendwo in Afrika,2001
6217,The Safety of Objects,2001
6218,Bend It Like Beckham,2002
6219,The Hunted,2003
6220,Willard,2003
6221,Gaudi Afternoon,2001
6222,Prozac Nation,2001
6223,Spun,2002
6224,Zir-e poost-e shahr,2001
6225,King of Kings,1961
6226,Die verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann,1975
6228,The Talk of the Town,1942
6229,Two-Lane Blacktop,1971
6230,Bang the Drum Slowly,1973
6231,The Benny Goodman Story,1956
6232,Born Free,1966
6233,Born Yesterday,1950
6234,Equus,1977
6235,Europa Europa,1990
6236,Fear Strikes Out,1957
6237,The Glenn Miller Story,1954
6238,Green Card,1990
6239,Journey to the Center of the Earth,2008
6240,One Good Cop,1991
6241,Pauline à la plage,1983
6242,Ringu,1998
6243,Ringu 2,1999
6244,Salaam Bombay!,1988
6245,Sweet Charity,1969
6246,Talent for the Game,1991
6247,Women in Love,1969
6248,Japón,2002
6249,Boat Trip,2002
6250,The Dream Catcher,1999
6251,Piglet's Big Movie,2003
6252,View from the Top,2003
6254,The Awful Truth,1937
6255,For the Bible Tells Me So,2007
6256,La casa dalle finestre che ridono,1976
6257,Jag är nyfiken - en film i gult,1967
6258,Les dames du Bois de Boulogne,1945
6259,Flicka,2006
6260,Black Robe,1991
6261,Wind,1992
6262,Ren xiao yao,2002
6263,Basic,2003
6264,The Core,2003
6265,Head of State,2003
6266,What a Girl Wants,2003
6267,Assassination Tango,2002
6268,Raising Victor Vargas,2002
6269,The Life Aquatic with Steve Zissou,2004
6270,Dreams,1990
6271,La nuit américaine,1973
6272,Eye of God,1997
6273,In a Lonely Place,1950
6274,Physical Evidence,1989
6275,Square Dance,1987
6276,Wake of the Red Witch,1948
6277,Winter Kills,1979
6278,Fellini: Je suis un grand menteur,2002
6279,The Good Thief,2002
6280,A Man Apart,2003
6281,Phone Booth,2002
6282,Cet amour-là,2001
6283,Cowboy Bebop: Tengoku no tobira,2001
6284,DysFunktional Family,2003
6285,Levity,2003
6286,Mies vailla menneisyyttä,2002
6287,Anger Management,2003
6288,Better Luck Tomorrow,2002
6289,Ghosts of the Abyss,2003
6290,House of 1000 Corpses,2003
6291,Lilja 4-ever,2002
6292,Marion Bridge,2002
6293,XX/XY,2002
6294,Bulletproof Monk,2003
6295,Chasing Papi,2003
6296,A Mighty Wind,2003
6297,Holes,2003
6298,Malibu's Most Wanted,2003
6299,Le peuple migrateur,2001
6300,Blinkende lygter,2000
6301,Straw Dogs,1971
6302,Beginning of the End,1957
6303,The Andromeda Strain,2008
6304,Brainscan,1994
6305,Fahrenheit 451,1966
6306,I Am Trying to Break Your Heart,2002
6307,The Iceman Cometh,1973
6308,Legal Eagles,1986
6309,Married to It,1991
6310,Memories of Me,1988
6311,The Other Side of Heaven,2001
6312,A Private Function,1984
6313,Sibling Rivalry,1990
6314,Undercover Blues,1993
6315,Wildcats,1986
6316,The Wiz,1978
6317,Cartouche,1962
6318,The Marrying Man,1991
6319,"Mon père, ce héros.",1991
6320,Scenes from a Mall,1991
6321,How Stella Got Her Groove Back,1998
6322,Confidence,2003
6323,Identity,2003
6324,It Runs in the Family,2003
6325,The Real Cancun,2003
6326,City of Ghosts,2002
6327,A Decade Under the Influence,2003
6328,Dom durakov,2002
6329,Manic,2001
6330,People I Know,2002
6331,Spellbound,1945
6332,The Lizzie McGuire Movie,2003
6333,X2,2003
6334,Blue Car,2002
6335,The Dancer Upstairs,2002
6336,Gomgashtei dar Aragh,2002
6337,Owning Mahowny,2003
6338,Daddy Day Care,2003
6339,L'homme du train,2002
6340,Only the Strong Survive,2002
6341,The Shape of Things,2003
6342,Road Trip,2000
6343,Washington Heights,2002
6344,101 Reykjavík,2000
6345,A Chorus Line,1985
6346,Absolute Beginners,1986
6347,Beat Street,1984
6348,Breakin' 2: Electric Boogaloo,1984
6349,Breakin',1984
6350,Tenkû no shiro Rapyuta,1986
6351,Hysterical Blindness,2002
6352,Lambada,1990
6353,Roadie,1980
6354,The Carpetbaggers,1964
6355,Les Girls,1957
6356,Gunfight at the O.K. Corral,1957
6357,High Society,1956
6358,Kiss Me Kate,1953
6365,The Matrix Reloaded,2003
6366,Dracula: Pages from a Virgin's Diary,2002
6367,Down with Love,2003
6368,Cinemania,2002
6369,Friends and Family,2001
6370,L'auberge espagnole,2002
6371,Pokémon Heroes,2003
6373,Evan Almighty,2007
6374,The In-Laws,2003
6375,Gigantic (A Tale of Two Johns),2002
6376,Respiro,2002
6377,Finding Nemo,2003
6378,The Italian Job,2003
6379,Wrong Turn,2003
6380,Capturing the Friedmans,2003
6382,He ni zai yi qi,2002
6383,2 Fast 2 Furious,2003
6384,Love the Hard Way,2001
6385,Whale Rider,2002
6386,Nevada Smith,1966
6387,Zong heng si hai,1991
6388,Regeneration,1997
6390,Silk Stockings,1957
6391,Snowball Express,1972
6392,A Man Called Horse,1970
6394,Big Jake,1971
6395,Movie Crazy,1932
6396,Dementia 13,1963
6397,Drôle de drame ou L'étrange aventure du Docteur Molyneux,1937
6398,Le Mans,1971
6400,Un coupable idéal,2001
6401,Rio Lobo,1970
6402,Siam Sunset,1999
6403,The Swimmer,1968
6404,Lo sceicco bianco,1952
6405,Treasure Island,1990
6406,Due occhi diabolici,1990
6407,Walk Don't Run,1966
6408,Animals Are Beautiful People,1974
6409,Bend of the River,1952
6410,Car Wash,1976
6411,Come September,1961
6412,Destry Rides Again,1939
6413,The Electric Horseman,1979
6414,Gay Purr-ee,1962
6415,Intervista,1987
6416,King Rat,1965
6417,Live Wire,1992
6419,Mr. & Mrs. Bridge,1990
6421,The Rare Breed,1966
6422,Shenandoah,1965
6423,Straight Talk,1992
6424,Oscar,1991
6425,The Sixth Man,1997
6426,The Far Country,1954
6427,The Railway Children,2000
6428,Two Mules for Sister Sara,1970
6429,Winchester '73,1950
6430,Ziggy Stardust and the Spiders from Mars,1973
6431,Battle Cry,1955
6432,The Courtship of Eddie's Father,1963
6433,Chelovek s kino-apparatom,1929
6434,"Objective, Burma!",1945
6435,Operation Pacific,1951
6436,This Boy's Life,1993
6437,13 Rue Madeleine,1947
6438,633 Squadron,1964
6439,Star Wars: Episode II - Attack of the Clones,2002
6440,Barton Fink,1991
6441,Battle of Britain,1969
6442,Belle epoque,1992
6443,The Big Trail,1930
6445,Cloak & Dagger,1984
6446,The Comancheros,1961
6447,Duel at Diablo,1966
6448,Flight of the Phoenix,2004
6449,From the Terrace,1960
6450,"Heaven Knows, Mr. Allison",1957
6451,The Hot Rock,1972
6452,"The Long, Hot Summer",1958
6453,Man of Aran,1934
6454,Music Box,1989
6455,North to Alaska,1960
6456,Que la bête meure,1969
6457,Sink the Bismarck!,1960
6458,The Blue Max,1966
6459,The Desert Fox: The Story of Rommel,1951
6460,Le procès,1962
6461,Unforgiven,1992
6462,The Undefeated,1969
6463,Divine Trash,1998
6464,Good Burger,1997
6465,Jubilee,1978
6466,Mississippi Masala,1991
6467,Quai des Orfèvres,1947
6468,A Stranger Among Us,1992
6469,Cahill U.S. Marshal,1973
6470,Chisum,1970
6471,Defence of the Realm,1985
6472,Eat a Bowl of Tea,1989
6473,Half Moon Street,1986
6474,La tregua,1997
6475,Opportunity Knocks,1990
6476,Shattered Glass,2003
6477,The Song of Bernadette,1943
6478,The Life and Times of Judge Roy Bean,1972
6479,The Spirit of '76,1990
6480,Thoroughly Modern Millie,1967
6481,Where the Heart Is,2000
6482,Dumb and Dumberer: When Harry Met Lloyd,2003
6483,From Justin to Kelly,2003
6484,Hollywood Homicide,2003
6485,Rugrats Go Wild,2003
6486,The Hard Word,2002
6487,The Heart of Me,2002
6488,Décalage horaire,2002
6489,"Mi Casa, Su Casa",2003
6490,Manito,2002
6491,Best of the Best 3: No Turning Back,1995
6492,Oligarkh,2002
6493,Alex & Emma,2003
6494,On_Line,2002
6495,Experiment in Terror,1962
6496,Éxtasis,1996
6497,Paris brûle-t-il?,1966
6498,Murphy's War,1971
6499,Orphans of the Storm,1921
6500,The Satanic Rites of Dracula,1973
6502,28 Days Later...,2002
6503,Charlie's Angels: Full Throttle,2003
6504,Benzina,2001
6505,Ed and His Dead Mother,1993
6506,Chuen jik sat sau,2001
6507,Just a Little Harmless Sex,1998
6508,The Bank Job,2008
6509,Angst essen Seele auf,1974
6510,"Bodies, Rest & Motion",1993
6511,The Blood of Jesus,1941
6512,The Long Ships,1964
6513,Made for Each Other,1939
6514,Ring of Terror,1962
6515,You Only Live Once,1937
6516,Anastasia,1997
6517,Babe,1995
6518,Flight of the Intruder,1991
6519,Fun with Dick and Jane,2005
6520,Arthur! And the Square Knights of the Round Table,1966
6521,The Main Event,1979
6522,Man's Favorite Sport?,1964
6523,Mr. Baseball,1992
6524,Pote tin Kyriaki,1960
6525,Mixed Nuts,1994
6526,Hachi-gatsu no kyôshikyoku,1991
6527,Scaramouche,1952
6528,Start the Revolution Without Me,1970
6529,Strange Bedfellows,2004
6530,Le locataire,1976
6531,The Hour of the Pig,1993
6532,Up the Sandbox,1972
6533,"What's Up, Doc?",1972
6534,The Incredible Hulk,2008
6535,"Legally Blonde 2: Red, White & Blonde",2003
6536,Sinbad: Legend of the Seven Seas,2003
6537,Terminator 3: Rise of the Machines,2003
6538,Swimming Pool,2003
6539,Pirates of the Caribbean: The Curse of the Black Pearl,2003
6540,Madame Satã,2002
6541,The League of Extraordinary Gentlemen,2003
6542,Kukushka,2002
6543,The Holy Land,2001
6544,Une femme de ménage,2002
6545,I Capture the Castle,2003
6546,Km. 0,2000
6547,Northfork,2003
6548,Bad Boys II,2003
6549,How to Deal,2003
6550,Johnny English,2003
6551,The Anarchist Cookbook,2002
6552,Dirty Pretty Things,2002
6553,L'imbalsamatore,2002
6554,Garage Days,2002
6555,Cavale,2002
6556,Umi wa miteita,2002
6557,Wild Hogs,2007
6558,Curly Sue,1991
6559,Little Giants,1994
6560,Loose Cannons,1990
6561,The Mouse That Roared,1959
6562,Spencer's Mountain,1963
6563,Masked and Anonymous,2003
6564,Lara Croft Tomb Raider: The Cradle of Life,2003
6565,Seabiscuit,2003
6566,Spy Kids 3-D: Game Over,2003
6567,Buffalo Soldiers,2001
6568,Camp,2003
6569,Hotel,2001
6570,La hija del caníbal,2003
6571,Los lunes al sol,2002
6572,Scorched,2003
6573,Avanti!,1972
6574,Eve of Destruction,1991
6575,Stoked: The Rise and Fall of Gator,2002
6576,Juggernaut,1974
6577,Kickboxer 2: The Road Back,1991
6578,"Kiss Me, Stupid",1964
6579,"One, Two, Three",1961
6580,Amores Possíveis,2001
6581,The Private Life of Sherlock Holmes,1970
6582,Remo Williams: The Adventure Begins,1985
6583,The Blood of Heroes,1989
6584,"What's Up, Tiger Lily?",1966
6585,White Lightning,1973
6586,American Wedding,2003
6587,Gigli,2003
6588,And Now... Ladies and Gentlemen...,2002
6589,Boys Life 4: Four Play,2003
6590,I'll Be There,2003
6591,The Magdalene Sisters,2002
6592,The Secret Lives of Dentists,2002
6593,Freaky Friday,2003
6595,S.W.A.T.,2003
6596,Le divorce,2003
6597,Shura Yukihime,2001
6598,Step Into Liquid,2003
6599,Accattone,1961
6600,The Making of '...And God Spoke',1993
6601,Big Trouble,2002
6602,Brain Damage,1988
6603,La double vie de Véronique,1991
6604,Uccellacci e uccellini,1966
6605,The Man in the Glass Booth,1975
6607,The Red Pony,1949
6608,Sex & the Other Man,1995
6609,Il vangelo secondo Matteo,1964
6610,The Honeymoon Killers,1969
6611,Umberto D.,1952
6612,My Brother's Keeper,2002
6613,The Day of the Dolphin,1973
6614,I Love You to Death,1990
6615,Freddy vs. Jason,2003
6616,Grind,2003
6617,Open Range,2003
6618,Siu lam juk kau,2001
6619,Uptown Girls,2003
6620,American Splendor,2003
6622,Carnages,2002
6623,Passionada,2002
6624,Agent Cody Banks,2003
6625,Camp Nowhere,1994
6626,The Cemetery Club,1993
6627,Changing Habits,1997
6628,Hot Dog... The Movie,1984
6629,House of Wax,2005
6630,The Inn of the Sixth Happiness,1958
6631,Man's Best Friend,1993
6633,Prince of Jutland,1994
6634,Remando al viento,1988
6635,The Rachel Papers,1989
6636,The Sure Thing,1985
6637,Thrashin',1986
6638,Valley Girl,1983
6639,Wait Until Dark,1967
6641,Code inconnu: Récit incomplet de divers voyages,2000
6642,Showdown in Little Tokyo,1991
6643,Tôkyô monogatari,1953
6644,Le rayon vert,1986
6645,THX 1138,1971
6646,Beyond the Valley of the Dolls,1970
6647,The Business of Fancydancing,2002
6648,Chunhyangdyun,2000
6649,Tunes of Glory,1960
6650,Kind Hearts and Coronets,1949
6651,Ash Wednesday,2002
6652,Joe Kidd,1972
6653,The Keep,1983
6654,Kaitei gunkan,1963
6655,Chikyû Bôeigun,1957
6656,Attack of the Puppet People,1958
6657,"The Beast from 20,000 Fathoms",1953
6658,Enchanted,2007
6659,Tremors,1990
6660,The Red Shoes,1948
6661,Me & Isaac Newton,1999
6662,The Pink Panther,2006
6663,The Pink Panther Strikes Again,1976
6664,Commando,1985
6665,Dracula,1931
6666,Le charme discret de la bourgeoisie,1972
6667,Waco: The Rules of Engagement,1997
6668,Wo de fu qin mu qin,1999
6669,Ikiru,1952
6670,Comic Book Villains,2002
6671,An Angel at My Table,1990
6672,War Photographer,2001
6673,"¡Ay, Carmela!",1990
6674,Jang Aur Aman,2001
6675,Loin,2001
6676,Incident at Oglala,1992
6678,The Handmaid's Tale,1990
6679,Revolution OS,2001
6680,Live Nude Girls Unite!,2000
6681,All the Little Animals,1998
6682,Earth,2007
6683,Man on Fire,2004
6684,Morte a Venezia,1971
6685,Marci X,2003
6686,The Medallion,2003
6687,My Boss's Daughter,2003
6688,Babí léto,2001
6689,The Battle of Shaker Heights,2003
6690,Sin noticias de Dios,2001
6691,Ask the Dust,2006
6692,Stoked: The Rise and Fall of Gator,2002
6693,Venus Boyz,2002
6694,Tan de repente,2002
6695,Jeepers Creepers II,2003
6696,Bollywood/Hollywood,2002
6697,Civil Brand,2002
6698,Nola,2003
6699,Once Upon a Time in the Midlands,2002
6700,El otro lado de la cama,2002
6701,Day Zero,2007
6702,Dickie Roberts: Former Child Star,2003
6703,Law & Order: Special Victims Unit,1999
6704,Home Room,2002
6705,Party Monster,2003
6706,Taking Sides,2001
6707,Cabin Fever,2002
6708,Matchstick Men,2003
6709,Once Upon a Time in Mexico,2003
6710,Dummy,2002
6711,Lost in Translation,2003
6712,Luster,2002
6713,Sennen joyû,2001
6714,Chik yeung tin si,2002
6715,Children of the Night,1991
6716,Daisy Miller,1974
6717,Erleuchtung garantiert,1999
6718,Gotcha!,1985
6719,Hard to Hold,1984
6720,Kuffs,1992
6721,Wong Fei Hung,1991
6722,Wong Fei Hung II: Nam yi dong ji keung,1992
6723,Wong Fei Hung ji saam: Si wong jaang ba,1993
6724,Paper Moon,1973
6725,Sgt. Pepper's Lonely Hearts Club Band,1978
6726,En sång för Martin,2001
6727,Targets,1968
6728,The Ugly American,1963
6729,The Bostonians,1984
6730,Convoy,1978
6731,Day of the Dead,1985
6732,"Hello, Dolly!",1969
6733,Je rentre à la maison,2001
6734,Memoirs of an Invisible Man,1992
6735,La môme,2007
6736,See No Evil,2006
6737,Super Sucker,2002
6738,Stazione Termini,1953
6739,At War with the Army,1950
6740,Bingo,1991
6741,God Told Me To,1976
6742,"I, Madman",1989
6743,The Jungle Book,1967
6744,Once Bitten,1985
6745,The Shrimp on the Barbie,1990
6746,Squirm,1976
6747,The Adventures of Huck Finn,1993
6748,The Brood,1979
6749,The Prince and the Pauper,1990
6750,Anything Else,2003
6751,Cold Creek Manor,2003
6752,The Fighting Temptations,2003
6753,Secondhand Lions,2003
6754,Underworld,2003
6755,BubbaHo-Tep,2002
6756,Casa de los babys,2003
6757,Demonlover,2002
6759,Doctor Sleep,2002
6760,Where in the World Is Osama Bin Laden?,2008
6761,Tibet: Cry of the Snow Lion,2002
6762,Yossi & Jagger,2002
6763,Duplex,2003
6764,The Rundown,2003
6765,Under the Tuscan Sun,2003
6766,Camera Obscura,2000
6768,Luther,2003
6769,Mambo italiano,2003
6770,My Life Without Me,2003
6771,Dorm Daze 2,2006
6772,Être et avoir,2002
6773,Les triplettes de Belleville,2003
6774,Videodrome,1983
6775,Life and Debt,2001
6776,Lagaan: Once Upon a Time in India,2001
6777,Judgment at Nuremberg,1961
6778,Reise der Hoffnung,1990
6779,"Same Time, Next Year",1978
6780,A Brief History of Time,1991
6781,"Jakob, der Lügner",1975
6782,Leningrad Cowboys Go America,1989
6783,La règle du jeu,1939
6784,The Song Remains the Same,1976
6785,Seven Brides for Seven Brothers,1954
6786,Kiss of the Spider Woman,1985
6787,All the President's Men,1976
6788,Angie,1994
6789,L'appartement,1996
6790,The Mists of Avalon,2001
6791,Babettes gæstebud,1987
6792,Sibirskiy tsiryulnik,1998
6793,Beethoven,1992
6794,Beethoven's 2nd,1993
6795,Black Moon Rising,1986
6796,Boyz n the Hood,1991
6797,Bugsy,1991
6798,Bugsy Malone,1976
6799,By the Sword,1991
6800,Cobra,1986
6801,La comunidad,2000
6802,Consenting Adults,1992
6803,Phenomenon,1996
6804,Crimewave,1985
6805,Crying Freeman,1995
6806,Shun liu Ni liu,2000
6807,The Meaning of Life,1983
6808,Where Eagles Dare,1968
6809,Tightrope,1984
6810,Sleeping with the Enemy,1991
6811,PCU,1994
6812,The Rookie,2002
6813,The Ghost and Mr. Chicken,1966
6814,City Heat,1984
6815,30 Days of Night,2007
6816,Three O'Clock High,1987
6817,White Hunter Black Heart,1990
6818,Idi i smotri,1985
6819,A Rage in Harlem,1991
6820,Ginger Snaps,2000
6821,More American Graffiti,1979
6822,The Ballad of Little Jo,1993
6823,Under Suspicion,2000
6824,Tais-toi!,2003
6825,The Reluctant Astronaut,1967
6826,The Shakiest Gun in the West,1968
6827,It's Pat,1994
6828,Un dimanche à la campagne,1984
6829,The Gun in Betty Lou's Handbag,1992
6830,Sudden Fear,1952
6831,Nobody's Baby,2001
6832,Regarding Henry,1991
6833,The Debut,2000
6834,Wilder Napalm,1993
6835,Contamination,1980
6836,The Amazing Transparent Man,1960
6837,Love Affair,1994
6839,Try Seventeen,2002
6840,Kingdom Hospital,2004
6841,Article 99,1992
6842,Picture This,2008
6843,Eureka,2006
6844,Oleanna,1994
6845,Chattahoochee,1989
6846,Tough Guys Don't Dance,1987
6847,There Goes My Baby,1994
6848,Kingdom of the Spiders,1977
