libro,usuario,puntuacion,svd,knn
conversacion-en-la-catedral,85,6.0,6.46,7.1
memorias-de-idhun-ii-triada,271,8.0,7.93,6.5
insurgente,787,7.0,7.2,8.12
con-el-agua-al-cuello-trilogia-de-la-crisis-i,2671,8.0,7.69,7.99
la-insoportable-levedad-del-ser,204,7.0,7.25,6.15
las-lagrimas-de-san-lorenzo,183,6.0,6.05,6.74
faery,271,8.0,7.92,6.5
crimen-y-castigo,254,8.0,7.97,8.27
la-lluvia-amarilla,169,9.0,8.93,8.22
el-baile-de-las-luciernagas,2469,9.0,8.47,9.1
batman-la-broma-asesina,28,8.0,7.95,7.1
destino-desconocido,227,8.0,7.75,6.86
la-casa-del-proposito-especial,201,4.0,4.55,7.35
tiempo-muerto,13,6.0,6.03,5.21
la-pasion-turca,18,5.0,4.79,6.33
orgullo-y-prejuicio,22,7.0,7.21,8.23
querida-ijeawele-como-educar-en-el-feminismo,94,9.0,8.54,7.67
el-mapa-y-el-territorio,43,6.0,6.57,6.73
las-huellas-de-la-vida,169,7.0,6.85,6.79
el-guardian-entre-el-ibuprofeno,147,6.0,6.14,7.35
la-gallera,243,7.0,7.01,7.06
el-animal-moribundo-elegy,274,7.0,7.05,7.78
el-principito,155,9.0,8.73,7.78
la-doctrina-del-shock-del-auge-del-capitalismo-del-desastre,128,6.0,6.23,7.01
falco,169,8.0,7.86,7.03
la-pareja-de-al-lado,264,7.0,6.35,6.66
el-resplandor,1241,8.0,7.94,8.51
el-alquimista-impaciente,67,8.0,7.61,7.23
el-beso-de-la-mujer-arana,93,6.0,6.02,6.55
esperando-a-godot,274,7.0,7.41,7.78
baila-baila-baila,91,8.0,7.92,7.9
la-calle-de-la-juderia,169,9.0,8.75,7.83
el-oceano-al-final-del-camino,271,9.0,8.79,6.5
oracion-por-owen,145,7.0,7.02,6.86
nueva-guia-de-la-ciencia,255,7.0,6.94,6.21
los-mensajes-de-los-sabios,230,6.0,6.06,7.65
el-simbolo-perdido,513,4.0,4.35,6.54
a-orillas-del-rio-piedra-me-sente-y-llore,299,8.0,7.93,6.67
el-perfume,4,6.0,6.34,6.93
2061-odisea-tres,308,5.0,5.26,7.04
historia-de-una-escalera,305,9.0,8.81,7.77
el-manipulador,141,6.0,6.08,6.69
la-sombra-de-la-sirena,115,8.0,7.94,8.21
la-chica-del-cumpleanos,43,6.0,6.29,7.02
alexandros-trilogia-el-hijo-del-sueno-las-arenas-de-amon-el-confin-del-mundo,1095,10.0,8.99,10.0
el-principe-destronado,312,7.0,6.81,6.66
un-pequeno-favor-1,273,6.0,6.2,7.79
los-buscadores-de-conchas,137,10.0,9.81,7.7
harry-potter-y-el-misterio-del-principe,21,8.0,7.77,7.8
hacia-la-belleza,13,7.0,6.91,5.21
el-tirano,0,6.0,6.05,7.34
ninos-feroces,67,8.0,7.76,7.31
20-pasos-hacia-adelante,125,7.0,6.96,6.84
encuentros-ovni,139,8.0,7.75,7.01
la-flor-purpura,225,7.0,7.33,8.14
los-buenos-suicidas,68,7.0,6.55,6.48
erecciones-eyaculaciones-exhibiciones,248,8.0,7.84,6.15
cocka-hola-company-misantropia-escandinava-i,199,1.0,1.4,7.05
pedro-paramo,93,10.0,9.83,6.79
la-hija-del-canibal,145,7.0,6.9,6.41
las-cosas-que-no-nos-dijimos,154,6.0,6.16,6.38
los-novios,220,7.0,7.02,6.69
el-corazon-delator,277,7.0,7.12,7.66
rayuela,2600,3.0,3.24,3.04
la-dama-de-las-camelias,2257,8.0,8.0,8.31
como-matar-a-una-ninfa,13,2.0,2.18,5.21
la-piel-del-tambor,100,7.0,6.88,5.96
rebelion-en-la-granja,1297,9.0,8.75,8.86
wonder-la-leccion-de-august,2786,8.0,8.14,8.62
los-amantes-de-praga,60,8.0,7.81,7.02
el-caballero-errante-2,143,8.0,7.88,7.1
el-bosque-de-los-pigmeos,279,8.0,7.84,7.57
patria,292,10.0,9.77,9.11
en-tiempo-de-prodigios,151,7.0,7.13,7.11
la-formula-preferida-del-profesor,158,9.0,8.64,7.6
el-ultimo-caton,294,8.0,7.51,7.37
esperando-a-mister-bojangles,195,7.0,6.94,7.02
las-cuatro-estaciones-ii-otono-e-invierno,232,5.0,5.35,7.2
tierra-sin-hombres,299,8.0,8.12,7.76
el-pacto-de-los-lobos,164,10.0,9.84,9.54
rebelion-en-la-granja,1490,8.0,7.83,8.83
la-bibliotecaria-de-auschwitz,315,9.0,9.04,9.47
codigo-azul,176,8.0,7.86,7.07
serie-el-trono-del-cesar-hierro-y-poder,161,8.0,8.03,7.51
cuentos-de-los-tres-hemisferios,195,7.0,6.99,7.02
la-distancia,20,8.0,7.87,6.82
pasion-india-la-verdadera-historia-de-anita-delgado-princesa-de-kapurthala,159,7.0,7.1,7.38
valor-y-al-toro,62,10.0,9.64,6.97
carrie,99,7.0,6.9,8.3
el-juego-de-ripper,299,7.0,6.85,6.66
el-ruisenor,295,9.0,8.84,8.63
toxina,159,6.0,6.22,6.96
el-sabueso-de-los-baskerville,62,7.0,6.9,6.61
christine,201,4.0,4.49,6.89
la-soledad-de-los-numeros-primos,162,5.0,4.73,6.2
el-cliente,201,4.0,4.41,7.26
blancanieves,158,9.0,9.09,7.6
el-hobbit-ilustrado-1,256,10.0,9.62,6.65
el-combate-de-los-jefes,169,7.0,7.01,6.79
historia-de-un-canalla,86,8.0,7.89,5.65
anatomia-de-un-instante,216,8.0,8.03,7.95
republica-luminosa,204,5.0,5.08,6.39
muerte-prevista,176,7.0,7.0,7.07
odisea,85,8.0,7.86,6.7
la-familia-de-pascual-duarte,312,7.0,6.79,5.93
los-pilares-de-la-tierra,41,9.0,8.63,8.44
sandman-10-el-velatorio,102,9.0,8.72,6.8
echo-park,30,8.0,7.8,7.63
nosotros-en-la-luna,66,9.0,8.61,6.91
tumulto-en-julio,201,8.0,7.91,7.26
la-red-purpura,217,7.0,7.06,7.26
un-tranvia-llamado-deseo,88,9.0,8.72,7.25
el-tiempo-entre-costuras,302,7.0,7.0,7.92
la-voz-dormida,122,10.0,9.74,8.1
nostalgia,204,8.0,7.88,6.39
admiracion,60,6.0,6.14,7.02
la-quinta-mujer,15,9.0,8.71,7.13
el-clan-del-oso-cavernario-los-hijos-de-la-tierra-i,303,8.0,7.41,7.7
juego-de-ninos,249,6.0,6.15,7.02
la-verdad-sobre-el-caso-harry-quebert,85,8.0,8.41,7.72
la-sonrisa-de-las-mujeres,169,6.0,6.06,6.79
la-puerta-de-abadon,301,3.0,3.17,6.59
el-amuleto-de-samarkanda,890,7.0,7.32,7.5
el-ocho,722,10.0,10.0,7.76
1984,125,8.0,7.69,7.66
melocoton-loco,914,8.0,7.97,7.87
un-hombre-en-la-oscuridad,160,7.0,7.28,7.82
la-corte-de-carlos-iv,868,8.0,8.15,8.71
todo-esto-te-dare,216,6.0,6.35,7.41
las-cenizas-de-angela,696,8.0,8.0,7.58
sale-el-espectro,114,9.0,8.63,8.02
chick-bill-1963-1964,62,7.0,7.01,6.97
te-dare-la-tierra,159,8.0,8.14,7.14
23-f-el-rey-y-su-secreto-30-anos-despues-se-desvela-la-llamada-operacion-de-gaulle,206,7.0,7.02,6.75
mas-alla-del-jardin,199,5.0,5.21,7.05
te-dare-la-tierra,898,2.0,2.43,5.56
el-hombre-de-arena-1,267,5.0,5.19,6.42
el-codigo-da-vinci,273,7.0,6.2,7.21
la-princesa-fiel,303,8.0,7.92,7.24
la-pasion-turca,1678,8.0,7.8,7.46
en-el-pais-de-la-nube-blanca,154,8.0,8.0,7.57
el-salon-de-ambar,35,7.0,6.67,6.16
los-santos-inocentes,93,9.0,8.72,7.09
el-extranjero-1,220,5.0,5.88,6.67
las-uvas-de-la-ira,85,8.0,7.56,8.06
el-cartero-de-neruda-ardiente-paciencia,204,7.0,7.03,6.3
la-reina-de-las-nieves-1,156,8.0,7.75,6.98
el-efecto-matrimonio,13,5.0,5.08,5.21
la-hija-oscura,195,8.0,7.99,7.02
apuntes-de-la-casa-muerta,114,8.0,7.85,8.02
el-coronel-no-tiene-quien-le-escriba,60,8.0,7.91,7.04
hombres-mujeres-como-salir-del-camino-equivocado,156,5.0,5.48,6.98
las-hijas-de-tara,1980,7.0,7.2,7.19
el-archivo-de-las-tormentas-i-el-camino-de-los-reyes,408,5.0,5.24,6.91
yo-se-por-que-canta-el-pajaro-enjaulado,20,6.0,6.17,6.82
la-tienda-de-antiguedades,126,8.0,7.95,6.8
el-ejercito-de-las-sombras,271,10.0,9.78,6.5
los-ojos-del-hermano-eterno,88,10.0,9.34,7.25
puerto-escondido,243,7.0,7.27,7.21
plataforma,167,7.0,7.16,7.72
el-viaje-de-los-cuerpos-celestes,201,9.0,8.75,7.26
el-nombre-de-la-rosa,539,10.0,9.85,9.67
el-talon-de-hierro,37,10.0,9.7,7.38
victor-jara-reventando-los-silencios,177,9.0,8.7,7.65
amalur-del-atomo-a-la-mente,1473,9.0,8.71,9.0
stoner,211,8.0,7.81,7.86
tommyknockers,273,6.0,6.05,6.14
el-perfume,76,8.0,8.11,7.75
el-cartero-siempre-llama-dos-veces,2523,8.0,7.85,8.02
bitterblue,176,8.0,7.85,7.07
el-otro-lado-del-silencio,204,3.0,3.36,6.39
batman-el-contraataque-del-caballero-oscuro,312,5.0,5.06,6.07
el-rastro-2,20,8.0,7.91,6.82
cesar-las-cenizas-de-la-republica,262,6.0,6.13,7.28
la-frontera-3,107,10.0,9.7,9.28
retrato-en-sepia,145,8.0,7.97,7.38
algo-en-lo-que-creer,276,7.0,7.15,7.22
el-amor-en-los-tiempos-del-colera-2,171,10.0,9.44,9.03
la-traicion-de-roma,300,9.0,8.71,7.58
cardeno-adorno,211,8.0,7.68,7.32
el-viejo-y-el-mar,759,6.0,6.23,7.85
harry-potter-y-el-caliz-de-fuego,226,8.0,8.24,8.95
lo-que-el-viento-se-llevo,145,6.0,6.54,7.77
la-cautiva-de-los-borgia,328,8.0,7.9,8.0
la-hiedra-del-deseo,230,8.0,7.92,7.65
cincuenta-sombras-de-grey-trilogia-cincuenta-sombras-1,249,8.0,7.7,5.12
blade-runner-suenan-los-androides-con-ovejas-electricas,235,7.0,7.66,8.14
mi-isla-1,173,6.0,6.12,7.3
confusion,1459,6.0,5.73,4.95
la-flor-purpura,88,8.0,7.9,8.13
el-nombre-de-la-rosa,151,9.0,8.45,6.52
la-celestina-comedia-o-tragicomedia-de-calisto-y-melibea,92,8.0,7.88,6.41
el-tiempo-entre-costuras,126,7.0,6.86,8.14
la-sangre-de-los-libros,300,7.0,7.06,7.3
la-telarana-3,305,8.0,7.95,7.04
las-hijas-de-la-tierra,151,9.0,8.44,7.72
persuasion,271,5.0,5.21,6.44
la-larga-marcha,267,9.0,8.66,6.08
hozuki-la-libreria-de-mitsuko,204,5.0,5.23,6.39
el-valle-del-asombro,235,7.0,7.61,7.9
el-secreto-de-xein-guardianes-de-la-ciudadela-2,1432,9.0,8.18,7.0
el-libro-de-los-hechizos,159,8.0,7.82,6.96
volar-sobre-el-pantano,3253,10.0,9.16,10.0
la-letra-escarlata,32,9.0,8.75,7.44
el-baile,275,7.0,6.96,6.66
se-lo-que-estas-pensando,43,7.0,6.98,6.84
cuentos-macabros,2816,10.0,9.2,10.0
el-guardian-de-la-flor-de-loto,117,6.0,5.97,5.54
la-tapadera,44,7.0,7.01,7.23
el-retrato-de-rose-madder,105,6.0,6.18,6.06
no-soy-un-monstruo,13,6.0,6.03,5.54
memento-mori-2,97,7.0,7.26,7.69
los-caminantes,232,6.0,6.11,7.35
los-herederos-de-la-tierra,96,7.0,7.0,5.75
la-novia-gitana,1440,8.0,7.89,7.28
otra-vuelta-de-tuerca,105,7.0,6.78,6.62
hambre,85,7.0,6.7,6.76
arderas-en-la-tormenta,44,7.0,7.15,6.9
cartas-cruzadas,199,6.0,6.09,7.05
los-buddenbrook,141,6.0,6.01,6.69
el-jardin-olvidado,131,10.0,9.52,8.85
la-mujer-helada,13,9.0,8.77,5.21
hijos-de-la-eternidad,102,9.0,8.65,6.8
yo-antes-de-ti,60,8.0,8.0,7.6
la-paciente-silenciosa,80,5.0,5.48,7.55
quien-quiere-ser-millonario-slumdog-millionaire,201,9.0,8.77,7.26
sharko,161,8.0,7.98,7.51
la-despedida,91,8.0,7.67,7.46
madrid-historia-de-una-capital,300,6.0,6.05,6.68
corazones-muertos,230,8.0,7.95,7.65
cinco-horas-con-mario,35,7.0,7.59,7.8
el-amor-en-los-tiempos-del-colera-2,67,9.0,8.76,8.31
musashi-1-la-leyenda-del-samurai,21,8.0,7.75,6.31
momo,288,9.0,8.85,7.58
sandman-01-preludios-nocturnos,260,9.0,8.94,8.47
me-desperte-temprano-y-saque-al-perro,13,3.0,3.19,5.21
doce-cuentos-peregrinos,60,5.0,5.21,6.83
el-libro-de-la-selva,169,7.0,6.98,7.13
hombres-valientes-dioses-crueles,126,9.0,8.89,7.48
en-el-camino,91,5.0,5.68,6.76
el-padrino,117,8.0,7.83,7.86
open-memorias,248,8.0,7.98,7.4
solo-para-mujeres-1,220,7.0,6.96,6.69
el-libro-de-los-baltimore,110,8.0,7.96,7.19
las-tres-heridas,623,7.0,7.32,7.34
alicia-en-el-pais-de-las-maravillas,288,7.0,7.04,6.92
las-cenizas-de-angela,1958,8.0,8.07,8.55
eva-luna,131,7.0,6.94,7.14
la-invencion-de-la-soledad,144,7.0,7.15,7.19
eragon-el-legado-1,235,7.0,6.89,6.78
panico-nuclear,201,6.0,6.12,7.26
la-huella-del-mal-1,55,6.0,6.28,6.79
365-dias-con-los-animales-de-gloria-fuertes,106,7.0,6.85,7.1
todos-los-nombres,1071,10.0,9.46,9.87
el-perfume,306,5.0,5.38,6.56
novelas-ejemplares-rinconete-y-cortadillo-la-espanola-inglesa-el-licenciado-vidriera,199,9.0,8.86,7.05
esto-no-es-justo,271,10.0,9.78,6.5
en-la-hierba-alta,261,9.0,8.83,8.15
el-retrato-de-dorian-gray,168,8.0,7.61,7.4
los-pilares-de-la-tierra,26,8.0,7.89,7.77
como-el-viento-entre-los-almendros,97,8.0,8.14,8.58
la-buena-tierra,309,8.0,8.3,8.53
cincuenta-sombras-mas-oscuras-trilogia-cincuenta-sombras-2,244,6.0,6.29,5.54
middlemarch,156,9.0,8.33,6.98
la-novena-hora,201,9.0,8.74,7.26
danza-macabra,179,7.0,6.89,6.88
la-sonrisa-de-angelica,169,7.0,6.95,6.79
primavera-sombria,211,7.0,7.17,7.32
ensayo-sobre-la-ceguera,2237,10.0,9.83,10.0
un-dia-volvere,65,7.0,6.8,6.11
el-pais-del-alma,13,4.0,4.14,5.21
bajo-la-misma-estrella,292,9.0,8.59,7.99
las-poseidas,244,5.0,5.15,7.13
el-collar-del-neandertal,2910,10.0,9.16,10.0
el-club-dumas-la-novena-puerta,22,8.0,7.76,7.26
tebeos-mutilados-la-censura-franquista-contra-editorial-bruguera,62,6.0,6.15,6.97
angeles-y-demonios,220,4.0,4.35,5.75
esperanza,176,6.0,6.22,7.07
el-penultimo-sueno,155,7.0,7.17,7.01
el-medico,275,6.0,6.16,6.97
el-medico,300,5.0,5.29,6.91
tattoo,99,6.0,6.25,8.07
el-baron-rampante,92,7.0,6.94,6.82
los-amantes-de-hiroshima,243,7.0,7.31,7.29
melocotones-helados,22,6.0,6.08,6.29
chaman,117,6.0,5.91,6.61
reinas-malditas,242,7.0,7.14,6.94
escape-del-asylum,230,9.0,8.62,7.65
jaque-a-la-reina,169,6.0,6.11,6.79
el-ojo-de-la-luna,493,9.0,8.73,8.04
cualquier-otro-dia,68,8.0,7.74,6.82
la-desaparicion-de-stephanie-mailer,649,6.0,6.09,5.51
memorias-de-una-geisha,159,6.0,5.65,7.08
no-abras-los-ojos,110,7.0,6.85,6.79
la-mujer-alta-el-capitan-veneno,227,7.0,6.97,6.86
el-silencio-de-la-ciudad-blanca-trilogia-de-la-ciudad-blanca-1,154,8.0,8.07,7.67
el-brillo-de-las-luciernagas,48,7.0,7.01,7.09
testigo-de-cargo,44,6.0,6.39,6.73
trilogia-de-auschwitz,1336,10.0,9.21,8.78
dispara-yo-ya-estoy-muerto,154,7.0,6.94,7.66
la-rosa-de-plata,284,4.0,4.1,6.25
rubicon-auge-y-caida-de-la-republica-romana,91,8.0,8.01,7.46
el-codigo-da-vinci,215,5.0,5.12,6.13
la-estrella-mas-brillante,395,8.0,7.21,6.65
la-hermana-perla,66,7.0,7.03,6.91
el-largo-adios,204,7.0,6.99,6.71
berta-isla,163,8.0,8.0,7.01
memento-mori-2,273,8.0,8.4,8.01
en-el-nombre-del-cerdo,608,7.0,6.63,5.4
los-gritos-del-pasado,53,6.0,6.04,6.57
damas-oscuras-cuentos-de-fantasmas-de-escritoras-victorianas,257,6.0,6.22,6.93
las-cenizas-de-angela,1955,9.0,8.67,9.55
los-chicos-que-cayeron-en-la-trampa,718,9.0,8.53,7.21
el-huevo-de-oro,35,7.0,7.17,7.56
el-retrato-de-dorian-gray,249,5.0,5.08,7.17
ana-karenina-anna-karenina,156,9.0,8.37,7.77
leon-el-africano,86,4.0,4.21,6.24
choque-de-reyes-cancion-de-hielo-y-fuego-2,92,6.0,6.23,6.79
dona-flor-y-sus-dos-maridos,204,7.0,6.98,6.39
galveston-1,229,8.0,7.71,7.0
la-piedra-oscura,199,10.0,9.71,7.05
el-comedido-hidalgo,126,10.0,9.83,7.48
harry-potter-y-la-orden-del-fenix,203,8.0,7.53,7.29
la-vida-de-un-legionario-en-la-epoca-de-las-guerras-de-las-galias,164,10.0,9.77,9.54
luz-en-las-tinieblas,235,7.0,7.46,7.9
la-ultima-carta,151,7.0,6.89,6.81
violetas-de-marzo-bernie-gunther-1,133,6.0,6.48,7.95
he-sonado-contigo,151,6.0,6.11,6.81
el-fin-de-los-escribas,176,8.0,7.62,7.01
segunda-tumba-a-la-izquierda-charley-davidson-2,273,7.0,7.13,7.79
el-poder-de-seis,268,8.0,7.88,7.76
alguien-volo-sobre-el-nido-del-cuco,90,7.0,6.93,6.73
las-alas-del-aguila,235,7.0,7.47,7.9
el-tambor-de-hojalata,216,9.0,8.72,6.01
el-principito,102,7.0,6.97,7.14
historia-de-espana-contada-para-escepticos,41,9.0,8.92,6.89
el-misterio-de-sans-souci,62,8.0,7.92,6.97
el-caso-galton,44,8.0,7.38,6.73
el-imperio-romano,91,8.0,8.08,7.46
el-ano-que-trafique-con-mujeres,221,4.0,4.71,6.87
cuando-estabamos-vivos,20,5.0,5.13,6.82
la-quimica-del-odio,200,8.0,7.43,6.38
lo-peor-de-vazquez,62,8.0,7.87,6.97
juegos-mentales-para-ninos-listos,178,10.0,8.96,8.5
san-manuel-bueno-martir,4,7.0,7.11,7.03
los-propios-dioses,125,9.0,8.73,7.88
asi-hablo-zaratustra,2148,9.0,9.41,9.49
el-invierno-en-tu-rostro,304,7.0,6.9,6.27
miau,4,10.0,9.75,6.93
el-club-de-lectura-de-david-bowie-una-invitacion-a-la-lectura-a-traves-de-los-100-libros-que-cambiaron-la-vida-del-mito,212,6.0,5.99,6.13
rina-de-gatos-madrid-1936,305,7.0,6.74,7.0
una-casa-para-el-abuelo,68,7.0,6.78,6.38
el-jardin-de-verano,103,9.0,8.72,8.19
la-reina-descalza,22,7.0,6.95,7.14
libro-de-familia-2,177,10.0,9.61,7.65
a-merced-de-un-dios-salvaje,169,7.0,6.88,6.79
si-te-abrazo-no-tengas-miedo,307,7.0,7.01,7.33
todo-no-termino-1,144,8.0,7.95,7.19
niebla-en-tanger,100,7.0,6.67,5.46
vidas-escritas,156,6.0,6.33,6.98
la-viuda-1,151,5.0,5.14,5.97
cienfuegos-cienfuegos-1,4,7.0,6.93,6.34
sarna-con-gusto,171,8.0,8.07,8.78
el-secuestro-de-miss-blandish,44,6.0,6.61,6.73
david-copperfield,271,8.0,7.95,7.56
el-sol-de-breda-alatriste-iii,67,6.0,5.7,6.58
psicokillers,92,7.0,6.99,6.82
el-nombre-de-la-rosa,431,10.0,9.87,9.67
purga,575,8.0,7.74,8.21
la-isla-de-alice,195,7.0,6.96,7.1
perdida-en-su-memoria,176,6.0,6.13,7.07
memorias-de-la-casa-muerta,91,8.0,7.81,7.46
harry-potter-y-la-camara-secreta,130,7.0,7.12,7.07
tiempos-de-esperanza,255,6.0,6.03,6.21
el-principito,8,9.0,9.08,8.88
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,145,8.0,7.28,6.88
el-conde-de-montecristo,2742,10.0,9.82,10.0
tokio-blues-norwegian-wood,220,6.0,6.36,7.2
el-mapa-del-cielo,66,7.0,7.27,7.0
octubre-octubre,156,6.0,6.14,6.98
la-quinta-esquina,91,7.0,7.08,7.46
hablando-claro,144,6.0,6.27,7.19
historia-de-una-escalera,32,9.0,8.63,8.18
caballo-de-troya-1-jerusalen,98,9.0,8.94,7.08
la-doctrina-del-shock-del-auge-del-capitalismo-del-desastre,92,7.0,7.05,6.91
el-poder-del-ahora-una-guia-para-la-iluminacion-espiritual,410,9.0,8.77,8.53
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,249,8.0,8.44,7.5
ni-de-eva-ni-de-adan,88,8.0,7.6,6.6
nadie-vale-mas-que-otro,244,7.0,6.99,7.26
los-tres-mosqueteros-y-veinte-anos-despues,68,6.0,6.29,6.38
el-rey-1,13,2.0,2.25,5.21
heroes,248,6.0,6.05,6.15
el-guardian-entre-el-centeno,90,5.0,5.16,6.01
el-conde-de-montecristo,21,8.0,8.45,7.19
beloved,312,6.0,5.99,5.23
padre-rico-padre-pobre-que-les-ensenan-los-ricos-a-sus-hijos-acerca-del-dinero-que-los-pobres-y-la-clase-media-no,240,7.0,7.05,7.39
el-temor-de-un-hombre-sabio,2556,9.0,8.94,8.98
deseo-concedido,273,8.0,8.06,7.79
el-expreso-de-tokio,45,7.0,6.96,7.0
los-principes-azules-tambien-destinen,614,7.0,6.74,6.38
el-cartel,267,9.0,8.76,7.56
el-camino,2235,8.0,8.15,8.9
los-restos-del-dia,2235,9.0,8.34,8.4
mar-de-fuego,108,8.0,7.94,6.44
en-busca-de-klingsor,277,4.0,4.25,7.1
adios-princesa-1,128,6.0,6.02,6.93
la-conspiracion-de-yuste-hay-que-matar-a-carlos-v,126,3.0,3.26,7.48
gato-encerrado,244,4.0,4.65,7.13
como-mueren-las-democracias,206,7.0,6.7,6.75
leal,702,6.0,6.06,6.59
milena-o-el-femur-mas-bello-del-mundo,225,5.0,5.41,5.16
buenos-dias-tristeza,68,7.0,6.7,6.38
un-nuevo-mundo-ahora-encuentra-el-proposito-de-tu-vida,128,6.0,6.1,6.93
el-boligrafo-de-gel-verde,151,10.0,9.15,6.36
el-escalon-33,273,9.0,8.47,7.79
un-mundo-feliz,541,8.0,8.1,7.51
insurgente,721,8.0,7.88,8.25
marco-de-los-apeninos-los-andes,62,6.0,6.13,6.97
la-cancion-de-troya,91,9.0,8.7,7.46
amanecer-saga-crepusculo-iv,256,3.0,3.24,5.55
el-ocho,346,6.0,6.0,7.76
after-en-mil-pedazos-after-2,1206,10.0,9.45,9.52
harry-potter-y-el-misterio-del-principe,148,9.0,8.54,8.68
la-tesis-de-nancy,300,4.0,4.25,5.8
lobezno-arma-x,102,7.0,6.9,6.8
kafka-en-la-orilla,43,8.0,7.34,7.46
tu-nombre-despues-de-la-lluvia-dreaming-spires-1,255,7.0,7.12,6.7
la-guerra-de-los-enanos,408,7.0,6.9,6.93
la-buena-suerte,543,8.0,7.49,6.57
festin-de-cuervos-cancion-de-hielo-y-fuego-4,0,6.0,6.59,7.8
personas-desconocidas,742,8.0,7.48,6.44
perfidia,128,6.0,5.91,6.93
las-brigadas-fantasma,0,8.0,7.74,7.34
tres-dias-y-una-vida,195,8.0,7.96,7.42
los-crimenes-de-la-calle-morgue,1484,9.0,8.8,10.0
el-extrano-caso-del-dr-jekyll-y-mr-hyde,273,8.0,7.79,7.71
ensayo-sobre-la-ceguera,2601,8.0,8.03,7.65
distancia-de-rescate,244,7.0,7.04,7.13
las-voces-del-pamano,196,8.0,7.72,7.03
platon-y-un-ornitorrinco-entran-en-un-bar,62,8.0,7.87,6.97
los-que-vivimos,85,8.0,7.38,6.76
el-protegido,13,5.0,5.05,5.21
las-lealtades,309,7.0,7.48,7.5
el-adivino-1,169,6.0,6.35,6.79
1793,212,7.0,6.8,6.13
el-resplandor,77,8.0,7.93,7.44
el-mecanismo-de-los-secretos,273,10.0,9.43,7.79
84-charing-cross-road,2067,9.0,8.3,7.58
estudio-en-escarlata,312,5.0,5.17,5.91
el-guardian-invisible-trilogia-del-baztan-1,296,8.0,7.92,7.52
el-psicoanalista,296,8.0,7.66,7.36
extramuros,216,7.0,6.89,7.01
el-nino-con-el-pijama-de-rayas,244,7.0,6.92,7.22
el-tiempo-que-querria,582,8.0,8.06,8.04
el-nombre-del-viento,120,5.0,5.45,6.99
ensayo-sobre-la-ceguera,265,10.0,9.76,8.34
el-ruido-de-las-cosas-al-caer,576,7.0,7.22,7.02
fantasmas-6,179,8.0,7.69,6.88
nadie-vale-mas-que-otro,126,9.0,8.97,7.65
nuestro-hombre-en-la-habana,102,6.0,6.22,6.8
cien-anos-de-soledad,295,8.0,7.86,8.48
el-comite-de-la-muerte,260,7.0,7.07,8.46
el-dia-que-murio-marilyn,2049,8.0,7.36,8.0
fuenteovejuna,126,10.0,9.75,7.5
holocausto-manhattan,32,5.0,5.37,7.44
marina,85,7.0,6.79,6.67
con-ciencia-medica,50,10.0,9.83,6.71
el-triciclo-rojo,261,5.0,5.46,8.15
la-traicion-de-roma,52,9.0,8.85,8.99
el-buda-de-los-suburbios,300,5.0,5.25,6.68
1984,265,10.0,9.62,9.12
las-legiones-malditas,175,10.0,10.0,10.0
el-caballero-invisible,799,6.0,5.85,5.98
el-mundo-de-sofia-novela-sobre-la-historia-de-la-filosofia,216,8.0,7.99,7.19
helen-keller-la-historia-de-mi-vida,32,8.0,7.87,7.44
nuestra-senora-de-paris,4,9.0,8.94,7.59
el-socio-1,144,7.0,6.7,6.39
el-tren-de-los-huerfanos,309,9.0,8.44,7.5
battle-chasers-anthology,102,8.0,7.84,6.8
en-tiempo-de-prodigios,128,8.0,7.89,7.24
rebelion-en-la-granja,475,9.0,8.68,8.23
el-asedio,169,6.0,6.1,6.55
me-voy,204,4.0,4.25,6.39
las-aventuras-de-tom-sawyer,145,6.0,6.14,7.55
el-chino-del-dolor,204,4.0,4.24,6.39
spiderman-azul,102,7.0,6.97,6.8
un-pueblo-de-oklahoma,20,7.0,6.98,6.82
las-razones-del-mal-que-fue-realmente-el-holocausto,161,8.0,7.85,7.51
lazarillo-de-tormes,28,9.0,8.93,7.27
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,907,4.0,4.23,5.63
los-reyes-malditos-i-el-rey-de-hierro,230,7.0,7.32,7.45
mira-si-yo-te-querre,220,6.0,6.26,6.69
after-serie-after-1,1206,10.0,9.99,9.61
todos-deberiamos-ser-feministas,97,8.0,7.65,8.29
cementerio-de-animales-pet-sematary,261,10.0,9.9,8.73
fluyan-mis-lagrimas-dijo-el-policia,25,9.0,8.34,7.67
ethan-frome,99,9.0,8.76,8.07
tardes-con-margueritte,257,8.0,8.01,6.93
el-leon-la-bruja-y-el-armario-las-cronicas-de-narnia-ii,1067,3.0,4.39,4.54
que-pequeno-es-el-mundo,201,8.0,7.88,7.26
el-retrato-oval,312,6.0,6.15,6.07
sorry,2628,6.0,6.17,5.99
juntos-nada-mas,387,6.0,6.68,6.54
los-canones-del-nizam-las-aventuras-de-matthew-hervey-del-sexto-de-dragones-ii,227,6.0,6.02,6.86
muerte-dulce,169,6.0,6.13,6.79
el-poder-del-perro,35,9.0,8.59,8.64
el-discurso-secreto,88,8.0,7.92,7.25
la-voz-del-tejo-y-el-candil-azul,273,9.0,8.73,7.79
el-libro-del-cementerio,1600,10.0,9.17,8.92
